Product Name;Product ID;Category;Sub-Category;Sales
Canon imageCLASS 2200 Advanced Copier;TEC-CO-10004722;Technology;Copiers;10499.97
Xerox 1990;OFF-PA-10004248;Office Supplies;Paper;21.12
Bretford CR4500 Series Slim Rectangular Table;FUR-TA-10000577;Furniture;Tables;696.42
Jabra BIZ 2300 Duo QD Duo CordedÂ Headset;TEC-PH-10001254;Technology;Phones;304.776
BOSTON Ranger #55 Pencil Sharpener, Black;OFF-AR-10001044;Office Supplies;Art;51.98
C-Line Magnetic Cubicle Keepers, Clear Polypropylene;FUR-FU-10002597;Furniture;Furnishings;24.7
Avery 486;OFF-LA-10004093;Office Supplies;Labels;21.93
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;OFF-AP-10000179;Office Supplies;Appliances;394.816
GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;OFF-BI-10001072;Office Supplies;Binders;18.192
Avery 486;OFF-LA-10004093;Office Supplies;Labels;7.31
Hewlett Packard 610 Color Digital Copier / Printer;TEC-CO-10002095;Technology;Copiers;799.984
Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€;OFF-PA-10002713;Office Supplies;Paper;41.28
Xerox 1883;OFF-PA-10002254;Office Supplies;Paper;184.66
Lumber Crayons;OFF-AR-10001683;Office Supplies;Art;49.25
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";OFF-PA-10002195;Office Supplies;Paper;10.16
Eldon Expressions Wood Desk Accessories, Oak;FUR-FU-10002364;Furniture;Furnishings;14.76
GBC Recycled VeloBinder Covers;OFF-BI-10004001;Office Supplies;Binders;34.08
Eldon Wave Desk Accessories;FUR-FU-10000023;Furniture;Furnishings;17.67
Hon Pagoda Stacking Chairs;FUR-CH-10002320;Furniture;Chairs;1604.9
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";FUR-TA-10003238;Furniture;Tables;385.686
Xerox 1921;OFF-PA-10004965;Office Supplies;Paper;15.984
"Adams ""While You Were Out"" Message Pads";OFF-PA-10003016;Office Supplies;Paper;9.42
Newell 350;OFF-AR-10003651;Office Supplies;Art;6.56
Xerox 1933;OFF-PA-10001363;Office Supplies;Paper;24.56
"Green Canvas Binder for 8-1/2"" x 14"" Sheets";OFF-BI-10003876;Office Supplies;Binders;128.4
Park Ridge Embossed Executive Business Envelopes;OFF-EN-10004007;Office Supplies;Envelopes;62.28
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;OFF-LA-10002271;Office Supplies;Labels;9.24
Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black;FUR-BO-10003894;Furniture;Bookcases;482.664
Cubify CubeX 3D Printer Double Head Print;TEC-MA-10000418;Technology;Machines;4.799.984
Xerox 1939;OFF-PA-10004243;Office Supplies;Paper;37.94
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";OFF-BI-10001759;Office Supplies;Binders;18.288
Cisco Desktop Collaboration Experience DX650 IP Video Phone;TEC-MA-10001570;Technology;Machines;385.8
"Belkin 19"" Vented Equipment Shelf, Black";OFF-ST-10004804;Office Supplies;Storage;102.96
O'Sullivan 3-Shelf Heavy-Duty Bookcases;FUR-BO-10001519;Furniture;Bookcases;174.42
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";OFF-BI-10000343;Office Supplies;Binders;1.964
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;FUR-FU-10003930;Furniture;Furnishings;94.428
Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;OFF-FA-10004854;Office Supplies;Fasteners;45.92
Global Deluxe Steno Chair;FUR-CH-10003396;Furniture;Chairs;61.584
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";OFF-PA-10001994;Office Supplies;Paper;22.48
Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;FUR-FU-10003601;Furniture;Furnishings;332.028
Cardinal HOLDit! Binder Insert Strips,Extra Strips;OFF-BI-10003429;Office Supplies;Binders;11.394
Xerox 1975;OFF-PA-10000232;Office Supplies;Paper;15.552
Xerox 1966;OFF-PA-10002195;Office Supplies;Paper;31.104
Tuf-Vin Binders;OFF-BI-10004492;Office Supplies;Binders;6.316
While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;OFF-PA-10004000;Office Supplies;Paper;11.352
Staple-on labels;OFF-LA-10004425;Office Supplies;Labels;20.808
GBC Laser Imprintable Binding System Covers, Desert Sand;OFF-BI-10000948;Office Supplies;Binders;11.416
Newell 323;OFF-AR-10001972;Office Supplies;Art;9.408
Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;OFF-AR-10004587;Office Supplies;Art;19.83
Xerox 1915;OFF-PA-10000994;Office Supplies;Paper;209.7
Staple holder;OFF-AP-10001366;Office Supplies;Appliances;43.92
Ibico Plastic and Wire Spiral Binding Combs;OFF-BI-10001636;Office Supplies;Binders;20.232
Anker Astro 15000mAh USB Portable Charger;TEC-PH-10001448;Technology;Phones;149.97
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";OFF-PA-10001776;Office Supplies;Paper;27.81
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;TEC-AC-10002323;Technology;Accessories;66.3
BIC Brite Liner Grip Highlighters;OFF-AR-10004582;Office Supplies;Art;1.64
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;FUR-FU-10000576;Furniture;Furnishings;1049.2
Eldon Image Series Desk Accessories, Burgundy;FUR-FU-10004270;Furniture;Furnishings;20.9
"XtraLife ClearVue Slant-D Ring Binder, White, 3""";OFF-BI-10004236;Office Supplies;Binders;88.08
Hon Every-Day Series Multi-Task Chairs;FUR-CH-10004997;Furniture;Chairs;751.92
Hon Olson Stacker Stools;FUR-CH-10000988;Furniture;Chairs;887.103
Mediabridge Sport Armband iPhone 5s;TEC-PH-10004897;Technology;Phones;55.944
Sanford Liquid Accent Highlighters;OFF-AR-10002656;Office Supplies;Art;10.688
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";TEC-PH-10004924;Technology;Phones;11.824
Easy-staple paper;OFF-PA-10003127;Office Supplies;Paper;63.312
GBC VeloBinder Electric Binding Machine;OFF-BI-10000778;Office Supplies;Binders;96.784
Dax Clear Box Frame;FUR-FU-10001424;Furniture;Furnishings;10.476
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";OFF-BI-10000962;Office Supplies;Binders;9.762
Global High-Back Leather Tilter, Burgundy;FUR-CH-10002880;Furniture;Chairs;196.784
Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;OFF-EN-10004386;Office Supplies;Envelopes;47.98
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;OFF-LA-10001045;Office Supplies;Labels;13.05
Memorex Micro Travel Drive 16 GB;TEC-AC-10002006;Technology;Accessories;63.96
APC 7 Outlet Network SurgeArrest Surge Protector;OFF-AP-10001242;Office Supplies;Appliances;80.48
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";OFF-BI-10000216;Office Supplies;Binders;11.673
Laminate Occasional Tables;FUR-TA-10002774;Furniture;Tables;863.128
Storex Dura Pro Binders;OFF-BI-10004364;Office Supplies;Binders;3.564
O'Sullivan Plantations 2-Door Library in Landvery Oak;FUR-BO-10000780;Furniture;Bookcases;9.566.648
Premium Transparent Presentation Covers by GBC;OFF-BI-10001989;Office Supplies;Binders;12.588
Logitech Wireless Headset H600 Over-The-Head Design;TEC-AC-10004001;Technology;Accessories;171.96
Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;FUR-TA-10000688;Furniture;Tables;871.4
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;FUR-FU-10003930;Furniture;Furnishings;692.472
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";FUR-FU-10000965;Furniture;Furnishings;207.76
PayAnywhere Card Reader;TEC-PH-10004071;Technology;Phones;71.928
BOSTON Ranger #55 Pencil Sharpener, Black;OFF-AR-10001044;Office Supplies;Art;25.99
Avery Non-Stick Binders;OFF-BI-10004140;Office Supplies;Binders;3.592
Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;OFF-AP-10002684;Office Supplies;Appliances;48.632
Fellowes Super Stor/Drawer Files;OFF-ST-10000046;Office Supplies;Storage;323.1
3D Systems Cube Printer, 2nd Generation, Magenta;TEC-MA-10001047;Technology;Machines;9099.93
Stacking Trays by OIC;FUR-FU-10000550;Furniture;Furnishings;9.96
Wilson Jones Standard D-Ring Binders;OFF-BI-10002432;Office Supplies;Binders;25.3
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";OFF-PA-10004470;Office Supplies;Paper;11.36
Safco Chair Connectors, 6/Carton;FUR-CH-10001797;Furniture;Chairs;69.264
Avery 487;OFF-LA-10003720;Office Supplies;Labels;3.69
Ibico Ibimaster 300 Manual Binding System;OFF-BI-10004600;Office Supplies;Binders;1103.97
O'Sullivan Manor Hill 2-Door Library in Brianna Oak;FUR-BO-10003965;Furniture;Bookcases;2.461.328
Self-Adhesive Address Labels for Typewriters by Universal;OFF-LA-10000240;Office Supplies;Labels;11.696
Sharp 1540cs Digital Laser Copier;TEC-CO-10001571;Technology;Copiers;439.992
Carina Double Wide Media Storage Towers in Natural & Black;OFF-ST-10000736;Office Supplies;Storage;64.784
GBC Twin Loop Wire Binding Elements;OFF-BI-10002082;Office Supplies;Binders;33.28
Things To Do Today Pad;OFF-PA-10002250;Office Supplies;Paper;14.088
Newell 314;OFF-AR-10000122;Office Supplies;Art;11.16
Bevis 36 x 72 Conference Tables;FUR-TA-10003748;Furniture;Tables;896.328
Harmony Air Purifier;OFF-AP-10001394;Office Supplies;Appliances;189
Nokia Lumia 521 (T-Mobile);TEC-PH-10004896;Technology;Phones;53.982
KI Conference Tables;FUR-TA-10002607;Furniture;Tables;177.225
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";FUR-FU-10001215;Furniture;Furnishings;129.39
Rogers Jumbo File, Granite;OFF-ST-10000419;Office Supplies;Storage;54.32
Samsung Galaxy Mega 6.3;TEC-PH-10001459;Technology;Phones;4.367.896
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";OFF-PA-10000241;Office Supplies;Paper;49.568
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;OFF-AP-10003040;Office Supplies;Appliances;161.376
Eldon Regeneration Recycled Desk Accessories, Smoke;FUR-FU-10001852;Furniture;Furnishings;2.784
"Ampad Evidence Wirebond Steno Books, 6"" x 9""";OFF-PA-10000141;Office Supplies;Paper;8.72
Faber Castell Col-Erase Pencils;OFF-AR-10002804;Office Supplies;Art;3.912
Laser & Ink Jet Business Envelopes;OFF-EN-10003862;Office Supplies;Envelopes;59.752
Tenex Chairmats For Use With Carpeted Floors;FUR-FU-10000448;Furniture;Furnishings;63.92
Vtech CS6719;TEC-PH-10000526;Technology;Phones;383.96
Recycled Pressboard Report Cover with Reinforced Top Hinge;OFF-BI-10002764;Office Supplies;Binders;7.752
GBC Premium Transparent Covers with Diagonal Lined Pattern;OFF-BI-10001524;Office Supplies;Binders;33.568
Polycom SoundPoint Pro SE-225 Corded phone;TEC-PH-10001079;Technology;Phones;666.344
Bevis Round Conference Table Top, X-Base;FUR-TA-10002041;Furniture;Tables;573.728
Cardinal EasyOpen D-Ring Binders;OFF-BI-10001036;Office Supplies;Binders;21.936
Xerox 2000;OFF-PA-10000223;Office Supplies;Paper;19.44
Hewlett-Packard Deskjet D4360 Printer;TEC-MA-10003246;Technology;Machines;447.968
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;OFF-AP-10001962;Office Supplies;Appliances;16.78
Staples in misc. colors;OFF-AR-10004062;Office Supplies;Art;20.96
GBC Velobind Prepunched Cover Sets, Regency Series;OFF-BI-10004330;Office Supplies;Binders;88.752
Tennsco Regal Shelving Units;OFF-ST-10001963;Office Supplies;Storage;304.23
Airmail Envelopes;OFF-EN-10002230;Office Supplies;Envelopes;167.86
DAX Wood Document Frame.;FUR-FU-10000175;Furniture;Furnishings;82.38
Mediabridge Sport Armband iPhone 5s;TEC-PH-10004897;Technology;Phones;23.976
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;OFF-ST-10003123;Office Supplies;Storage;33.29
GBC Standard Therm-A-Bind Covers;OFF-BI-10001658;Office Supplies;Binders;14.952
Google Nexus 5;TEC-PH-10002834;Technology;Phones;323.982
Acco Hanging Data Binders;OFF-BI-10002160;Office Supplies;Binders;2.286
Newell 315;OFF-AR-10004999;Office Supplies;Art;14.352
Belkin F8E887 USB Wired Ergonomic Keyboard;TEC-AC-10003280;Technology;Accessories;71.976
Dixon Ticonderoga Maple Cedar Pencil, #2;OFF-AR-10000315;Office Supplies;Art;9.21
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";OFF-PA-10000007;Office Supplies;Paper;18
Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;OFF-PA-10000791;Office Supplies;Paper;42.93
Xerox 208;OFF-PA-10000556;Office Supplies;Paper;15.552
Hoover Portapower Portable Vacuum;OFF-AP-10000804;Office Supplies;Appliances;17.92
LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;TEC-AC-10001998;Technology;Accessories;19.99
Avery Metallic Poly Binders;OFF-BI-10003476;Office Supplies;Binders;22.92
Memorex Micro Travel Drive 4 GB;TEC-AC-10003237;Technology;Accessories;50.88
Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;OFF-EN-10003798;Office Supplies;Envelopes;27.312
#6 3/4 Gummed Flap White Envelopes;OFF-EN-10003068;Office Supplies;Envelopes;7.92
Nu-Dell Float Frame 11 x 14 1/2;FUR-FU-10002088;Furniture;Furnishings;14.368
Sony 64GB Class 10 Micro SDHC R40 Memory Card;TEC-AC-10000158;Technology;Accessories;107.97
Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;OFF-PA-10000482;Office Supplies;Paper;113.82
Xerox 217;OFF-PA-10004888;Office Supplies;Paper;5.184
Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;OFF-AR-10003478;Office Supplies;Art;16.28
Adjustable Depth Letter/Legal Cart;OFF-ST-10003208;Office Supplies;Storage;544.38
"ACCOHIDE 3-Ring Binder, Blue, 1""";OFF-BI-10004970;Office Supplies;Binders;19.824
Jawbone MINI JAMBOX Wireless Bluetooth Speaker;TEC-PH-10000038;Technology;Phones;657.504
Logitech K350 2.4Ghz Wireless Keyboard;TEC-AC-10001552;Technology;Accessories;99.54
Logitech Wireless Marathon Mouse M705;TEC-AC-10002926;Technology;Accessories;199.96
Global Leather Executive Chair;FUR-CH-10001394;Furniture;Chairs;631.782
DAX Two-Tone Silver Metal Document Frame;FUR-FU-10004053;Furniture;Furnishings;60.72
GBC Recycled Grain Textured Covers;OFF-BI-10004230;Office Supplies;Binders;20.724
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;OFF-ST-10000060;Office Supplies;Storage;415.872
Sterilite Officeware Hinged File Box;OFF-ST-10001325;Office Supplies;Storage;16.768
Kingston Digital DataTraveler 32GB USB 2.0;TEC-AC-10003441;Technology;Accessories;27.12
Jackery Bar Premium Fast-charging Portable Charger;TEC-PH-10003215;Technology;Phones;95.84
Xerox 225;OFF-PA-10002005;Office Supplies;Paper;12.96
Avery Durable Slant Ring Binders;OFF-BI-10004465;Office Supplies;Binders;19.008
GBC Ibimaster 500 Manual ProClick Binding System;OFF-BI-10000545;Office Supplies;Binders;1.598.058
Deluxe Chalkboard Eraser Cleaner;OFF-AR-10003752;Office Supplies;Art;36.96
Xerox 21;OFF-PA-10001937;Office Supplies;Paper;10.368
Electrix Halogen Magnifier Lamp;FUR-FU-10004306;Furniture;Furnishings;77.72
GuestStacker Chair with Chrome Finish Legs;FUR-CH-10003973;Furniture;Chairs;520.464
Easy-staple paper;OFF-PA-10000565;Office Supplies;Paper;111.96
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;TEC-PH-10003875;Technology;Phones;29.16
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;OFF-AR-10001953;Office Supplies;Art;131.94
BIC Brite Liner Highlighters, Chisel Tip;OFF-AR-10001374;Office Supplies;Art;25.92
Fellowes High-Stak Drawer Files;OFF-ST-10003816;Office Supplies;Storage;704.76
Staples;OFF-FA-10001843;Office Supplies;Fasteners;7.41
Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;OFF-AR-10000657;Office Supplies;Art;21.5
Acco Hot Clips Clips to Go;OFF-FA-10000936;Office Supplies;Fasteners;10.528
Xerox 1927;OFF-PA-10003657;Office Supplies;Paper;20.544
Premium Transparent Presentation Covers by GBC;OFF-BI-10001989;Office Supplies;Binders;104.9
Prismacolor Color Pencil Set;OFF-AR-10002987;Office Supplies;Art;39.68
Avery 503;OFF-LA-10000414;Office Supplies;Labels;51.75
Quartet Omega Colored Chalk, 12/Pack;OFF-AR-10003602;Office Supplies;Art;11.68
Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack;TEC-AC-10002550;Technology;Accessories;159.75
Holmes 99% HEPA Air Purifier;OFF-AP-10002998;Office Supplies;Appliances;103.968
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";FUR-FU-10003708;Furniture;Furnishings;303.25
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;OFF-AP-10001391;Office Supplies;Appliances;270.72
GuestStacker Chair with Chrome Finish Legs;FUR-CH-10003973;Furniture;Chairs;1487.04
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";OFF-EN-10000461;Office Supplies;Envelopes;17.48
Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;OFF-EN-10002831;Office Supplies;Envelopes;71.88
Boston 19500 Mighty Mite Electric Pencil Sharpener;OFF-AR-10004648;Office Supplies;Art;60.45
Balt Solid Wood Rectangular Table;FUR-TA-10001857;Furniture;Tables;253.176
Avery Durable Binders;OFF-BI-10000546;Office Supplies;Binders;2.88
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;FUR-BO-10004690;Furniture;Bookcases;384.944
Pyle PMP37LED;TEC-PH-10001557;Technology;Phones;153.584
Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;FUR-BO-10002545;Furniture;Bookcases;913.43
Staple holder;OFF-AP-10001366;Office Supplies;Appliances;43.92
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";OFF-BI-10001628;Office Supplies;Binders;25.032
Xerox 1968;OFF-PA-10003651;Office Supplies;Paper;46.76
Sauder Camden County Collection Libraries, Planked Cherry Finish;FUR-BO-10003159;Furniture;Bookcases;183.968
Samsung Galaxy Mega 6.3;TEC-PH-10001459;Technology;Phones;1259.97
Boston KS Multi-Size Manual Pencil Sharpener;OFF-AR-10004602;Office Supplies;Art;68.97
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;OFF-AR-10001953;Office Supplies;Art;70.368
Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;TEC-PH-10000923;Technology;Phones;59.96
Fellowes Neat Ideas Storage Cubes;OFF-ST-10002583;Office Supplies;Storage;25.984
Ibico Plastic Spiral Binding Combs;OFF-BI-10000977;Office Supplies;Binders;27.36
Polycom SoundPoint IP 450 VoIP phone;TEC-PH-10002549;Technology;Phones;361.376
Global High-Back Leather Tilter, Burgundy;FUR-CH-10002880;Furniture;Chairs;172.186
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";FUR-FU-10003039;Furniture;Furnishings;69.008
Blue String-Tie & Button Interoffice Envelopes, 10 x 13;OFF-EN-10003055;Office Supplies;Envelopes;199.9
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;OFF-AP-10002945;Office Supplies;Appliances;901.95
Electrix Halogen Magnifier Lamp;FUR-FU-10004306;Furniture;Furnishings;971.5
SANFORD Major Accent Highlighters;OFF-AR-10002445;Office Supplies;Art;11.328
SANFORD Major Accent Highlighters;OFF-AR-10002445;Office Supplies;Art;21.24
HP Standard 104 key PS/2 Keyboard;TEC-AC-10002345;Technology;Accessories;34.8
Acco Perma 4000 Stacking Storage Drawers;OFF-ST-10001558;Office Supplies;Storage;38.976
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";OFF-PA-10001622;Office Supplies;Paper;9.08
Xerox 189;OFF-PA-10000418;Office Supplies;Paper;314.55
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";OFF-BI-10000343;Office Supplies;Binders;4.91
Staple-on labels;OFF-LA-10004425;Office Supplies;Labels;5.78
Model L Table or Wall-Mount Pencil Sharpener;OFF-AR-10001897;Office Supplies;Art;107.94
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";OFF-PA-10003883;Office Supplies;Paper;19.65
GE 2-Jack Phone Line Splitter;TEC-PH-10003963;Technology;Phones;617.97
Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;OFF-AP-10001303;Office Supplies;Appliances;59.7
Fellowes PB300 Plastic Comb Binding Machine;OFF-BI-10003925;Office Supplies;Binders;387.99
Wilson SignalBoost 841262 DB PRO Amplifier Kit;TEC-PH-10004586;Technology;Phones;575.92
Staples;OFF-FA-10003495;Office Supplies;Fasteners;30.4
GBC Recycled Regency Composition Covers;OFF-BI-10002867;Office Supplies;Binders;478.24
Eldon Cleatmat Plus Chair Mats for High Pile Carpets;FUR-FU-10003773;Furniture;Furnishings;190.848
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;OFF-BI-10002954;Office Supplies;Binders;5.484
Acme Box Cutter Scissors;OFF-SU-10002537;Office Supplies;Supplies;40.92
BIC Brite Liner Highlighters, Chisel Tip;OFF-AR-10001374;Office Supplies;Art;15.552
Acco Six-Outlet Power Strip, 4' Cord Length;OFF-AP-10001492;Office Supplies;Appliances;17.24
Hon 4-Shelf Metal Bookcases;FUR-BO-10003546;Furniture;Bookcases;302.94
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;TEC-PH-10002185;Technology;Phones;34.75
Poly Designer Cover & Back;OFF-BI-10000315;Office Supplies;Binders;113.94
Apple EarPods with Remote and Mic;TEC-PH-10002350;Technology;Phones;55.98
Southworth 25% Cotton Linen-Finish Paper & Envelopes;OFF-PA-10002666;Office Supplies;Paper;27.18
Global Leather and Oak Executive Chair, Black;FUR-CH-10004495;Furniture;Chairs;1805.88
Boston Home & Office Model 2000 Electric Pencil Sharpeners;OFF-AR-10001725;Office Supplies;Art;70.95
Advantus Plastic Paper Clips;OFF-FA-10002280;Office Supplies;Fasteners;20
Economy #2 Pencils;OFF-AR-10001770;Office Supplies;Art;7.98
Magna Visual Magnetic Picture Hangers;FUR-FU-10002885;Furniture;Furnishings;24.1
Boston 16750 Black Compact Battery Pencil Sharpener;OFF-AR-10003772;Office Supplies;Art;8.75
Global Adaptabilities Conference Tables;FUR-TA-10003392;Furniture;Tables;842.94
Heavy-Duty E-Z-D Binders;OFF-BI-10000014;Office Supplies;Binders;2.182
Newell 316;OFF-AR-10003217;Office Supplies;Art;27.384
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;OFF-AP-10002403;Office Supplies;Appliances;26.406
Xerox 214;OFF-PA-10001972;Office Supplies;Paper;10.368
"It's Hot Message Books with Stickers, 2 3/4"" x 5""";OFF-PA-10004041;Office Supplies;Paper;23.68
Plantronics Audio 995 Wireless Stereo Headset;TEC-AC-10004975;Technology;Accessories;109.95
Fellowes Staxonsteel Drawer Files;OFF-ST-10001932;Office Supplies;Storage;965.85
Avery Hi-Liter Smear-Safe Highlighters;OFF-AR-10001761;Office Supplies;Art;29.2
Xerox 192;OFF-PA-10002262;Office Supplies;Paper;32.4
#10 White Business Envelopes,4 1/8 x 9 1/2;OFF-EN-10004483;Office Supplies;Envelopes;78.35
Xerox 1954;OFF-PA-10003270;Office Supplies;Paper;31.68
Wilson Jones Active Use Binders;OFF-BI-10001634;Office Supplies;Binders;29.12
File Shuttle II and Handi-File, Black;OFF-ST-10000675;Office Supplies;Storage;169.45
Eldon 200 Class Desk Accessories;FUR-FU-10000732;Furniture;Furnishings;12.56
Xerox 231;OFF-PA-10004355;Office Supplies;Paper;6.48
Cameo Buff Policy Envelopes;OFF-EN-10000056;Office Supplies;Envelopes;186.69
Master Caster Door Stop, Brown;FUR-FU-10000221;Furniture;Furnishings;25.4
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box";OFF-EN-10003567;Office Supplies;Envelopes;43.96
Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;FUR-BO-10001811;Furniture;Bookcases;1.279.165
Eldon Shelf Savers Cubes and Bins;OFF-ST-10002486;Office Supplies;Storage;27.92
Office Star - Ergonomically Designed Knee Chair;FUR-CH-10002372;Furniture;Chairs;129.568
Avery Durable Slant Ring Binders, No Labels;OFF-BI-10003274;Office Supplies;Binders;6.368
Xerox 1891;OFF-PA-10001878;Office Supplies;Paper;244.55
Martin Yale Chadless Opener Electric Letter Opener;OFF-SU-10002881;Office Supplies;Supplies;1.332.496
Dana Halogen Swing-Arm Architect Lamp;FUR-FU-10001979;Furniture;Furnishings;32.776
Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;OFF-ST-10001522;Office Supplies;Storage;147.184
Lenovo 17-Key USB Numeric Keypad;TEC-AC-10003657;Technology;Accessories;54.384
GBC DocuBind P50 Personal Binding Machine;OFF-BI-10001718;Office Supplies;Binders;76.776
Xerox 1992;OFF-PA-10003022;Office Supplies;Paper;14.352
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;OFF-AP-10000891;Office Supplies;Appliances;209.792
"ACCOHIDE 3-Ring Binder, Blue, 1""";OFF-BI-10004970;Office Supplies;Binders;3.304
Crayola Anti Dust Chalk, 12/Pack;OFF-AR-10003759;Office Supplies;Art;16.38
Ames Color-File Green Diamond Border X-ray Mailers;OFF-EN-10003001;Office Supplies;Envelopes;167.96
O'Sullivan Plantations 2-Door Library in Landvery Oak;FUR-BO-10000780;Furniture;Bookcases;321.568
Xerox 214;OFF-PA-10001972;Office Supplies;Paper;12.96
Global Armless Task Chair, Royal Blue;FUR-CH-10003535;Furniture;Chairs;128.058
Global Wood Trimmed Manager's Task Chair, Khaki;FUR-CH-10003774;Furniture;Chairs;63.686
Logitech G700s Rechargeable Gaming Mouse;TEC-AC-10004571;Technology;Accessories;239.976
Riverside Furniture Stanwyck Manor Table Series;FUR-TA-10004442;Furniture;Tables;344.22
Xerox 227;OFF-PA-10002787;Office Supplies;Paper;15.552
G.E. Longer-Life Indoor Recessed Floodlight Bulbs;FUR-FU-10004586;Furniture;Furnishings;21.248
Xerox 1928;OFF-PA-10002606;Office Supplies;Paper;8.448
Fellowes Recycled Storage Drawers;OFF-ST-10000129;Office Supplies;Storage;333.09
Bevis 36 x 72 Conference Tables;FUR-TA-10003748;Furniture;Tables;248.98
Xerox 190;OFF-PA-10004948;Office Supplies;Paper;24.9
Stockwell Push Pins;OFF-FA-10001561;Office Supplies;Fasteners;15.26
Holmes 99% HEPA Air Purifier;OFF-AP-10002998;Office Supplies;Appliances;43.32
"Avery Durable Plastic 1"" Binders";OFF-BI-10003981;Office Supplies;Binders;43.584
Xerox 1892;OFF-PA-10001725;Office Supplies;Paper;116.28
